Study,Author,Year,Journal,Study on NIS?,MeanControl,upperSEControl,SEControl,SDControl,MeanTreatment,upperSETreatment,SETreatment,SDTreatment,ReplicatesControl,ReplicatesTreatment,Parameter,Group,TaxonomicGroup,Species,Classification STUDY,Classification AUS,Sizeoftilestandardisedperm2,Sizeofassessedareatandardisedperm2,Reporteddensityperm2,Typeofmanipulation(Tile/Survey),Control,Treatment,Depth,Depthmeter,End (Y/N),Experiment,Location,Duration,Durationdays,Durationweeks,Durationmonths,Field/Lab,Year (start),Month (start),Latitude,Longtitude,Country,Feature,SubstrateMaterial,Orientation,Movement,DepthHeldConstant,Shaded/Unshaded,Shading held constant,Source of data,ControlSubstrate,TreatmentSubstrate,Orientation_Detail,Notes_1,Notes_2
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,9.875,,,1.457737974,14.375,,,9.226321044,8,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,8.166666667,,,7.08284312,11.625,,,4.438065859,6,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,12.14285714,,,4.810702354,11.625,,,4.438065859,7,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,8.166666667,,,7.08284312,10.375,,,7.424621202,6,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,12.14285714,,,4.810702354,10.375,,,7.424621202,7,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,10.375,,,5.289815012,16.25,,,6.692212959,8,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,10.625,,,2.875388173,16.25,,,6.692212959,8,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,10.375,,,5.289815012,10.125,,,7.453426825,8,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,10.625,,,2.875388173,10.125,,,7.453426825,8,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,10.14285714,,,3.97611919,10.375,,,5.289815012,7,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,9.875,,,1.457737974,10.625,,,2.875388173,8,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Wood,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,16.375,,,7.781617533,16.25,,,6.692212959,8,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,14.375,,,9.226321044,10.125,,,7.453426825,8,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Steel,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,10.14285714,,,3.97611919,8.166666667,,,7.08284312,7,6,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,9.875,,,1.457737974,12.14285714,,,4.810702354,8,7,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Wood,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,16.375,,,7.781617533,11.625,,,4.438065859,8,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,14.375,,,9.226321044,10.375,,,7.424621202,8,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Steel,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,10.375,,,5.289815012,10.14285714,,,3.97611919,8,7,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,vertical,upfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,10.625,,,2.875388173,9.875,,,1.457737974,8,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,vertical,upfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Wood,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,16.25,,,6.692212959,16.375,,,7.781617533,8,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,vertical,upfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,10.125,,,7.453426825,14.375,,,9.226321044,8,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,vertical,upfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Steel,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,10.375,,,5.289815012,8.166666667,,,7.08284312,8,6,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,vertical,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,10.625,,,2.875388173,12.14285714,,,4.810702354,8,7,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,vertical,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Wood,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,16.25,,,6.692212959,11.625,,,4.438065859,8,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,vertical,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,10.125,,,7.453426825,10.375,,,7.424621202,8,8,Abundance,Invertebrates,Bryozoans,Arachnopusia unicornis,N,N,0.0121,0.001936,,Tile,vertical,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Steel,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.714285714,,,1.380131119,0.5,,,0.755928946,7,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.75,,,1.035098339,0.5,,,0.755928946,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.714285714,,,1.380131119,0.875,,,0.83452296,7,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.75,,,1.035098339,0.875,,,0.83452296,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.666666667,,,1.966384161,0.25,,,0.46291005,6,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,2.142857143,,,1.864454471,0.25,,,0.46291005,7,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.666666667,,,1.966384161,3.125,,,3.270539492,6,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,2.142857143,,,1.864454471,3.125,,,3.270539492,7,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.75,,,1.752549164,0.25,,,0.46291005,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.375,,,1.505940617,0.25,,,0.46291005,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.75,,,1.752549164,1.75,,,1.035098339,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.375,,,1.505940617,1.75,,,1.035098339,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,vertical,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.714285714,,,1.380131119,1.75,,,1.752549164,7,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.75,,,1.035098339,1.375,,,1.505940617,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Wood,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.5,,,0.755928946,0.25,,,0.46291005,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.875,,,0.83452296,1.75,,,1.035098339,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,upfacing,vertical,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Steel,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.714285714,,,1.380131119,1.666666667,,,1.966384161,7,6,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.75,,,1.035098339,2.142857143,,,1.864454471,8,7,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Wood,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.5,,,0.755928946,0.25,,,0.46291005,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.875,,,0.83452296,3.125,,,3.270539492,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,upfacing,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Steel,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.75,,,1.752549164,1.714285714,,,1.380131119,8,7,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,vertical,upfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.375,,,1.505940617,0.75,,,1.035098339,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,vertical,upfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Wood,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.25,,,0.46291005,0.5,,,0.755928946,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,vertical,upfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.75,,,1.035098339,0.875,,,0.83452296,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,vertical,upfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Steel,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.75,,,1.752549164,1.666666667,,,1.966384161,8,6,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,vertical,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Sandstone,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.375,,,1.505940617,2.142857143,,,1.864454471,8,7,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,vertical,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Wood,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0.25,,,0.46291005,0.25,,,0.46291005,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,vertical,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Perspex,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,1.75,,,1.035098339,3.125,,,3.270539492,8,8,Abundance,Invertebrates,Barnacles,Austrobalanus imperator,N,N,0.0121,0.001936,,Tile,vertical,downfacing,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Orientation,Steel,,fixed,,Unshaded,No,raw data supplied,,,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0,,,0,0,,,0,7,8,Abundance,Invertebrates,Barnacles,Amphibalanus amphitrite,NIS,NIS,0.0121,0.001936,,Tile,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0,,,0,0,,,0,8,8,Abundance,Invertebrates,Barnacles,Amphibalanus amphitrite,NIS,NIS,0.0121,0.001936,,Tile,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0,,,0,0,,,0,7,8,Abundance,Invertebrates,Barnacles,Amphibalanus amphitrite,NIS,NIS,0.0121,0.001936,,Tile,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0,,,0,0,,,0,8,8,Abundance,Invertebrates,Barnacles,Amphibalanus amphitrite,NIS,NIS,0.0121,0.001936,,Tile,Wood,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,upfacing,fixed,,Unshaded,No,raw data supplied,Wood,Perspex,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0,,,0,0,,,0,6,8,Abundance,Invertebrates,Barnacles,Amphibalanus amphitrite,NIS,NIS,0.0121,0.001936,,Tile,Rock,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Steel,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0,,,0,0,,,0,7,8,Abundance,Invertebrates,Barnacles,Amphibalanus amphitrite,NIS,NIS,0.0121,0.001936,,Tile,Wood,Metal,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Wood,Steel,,,
Ushiama et al._2016,Ushiama et al.,2016,Biofouling,N,0,,,0,0,,,0,6,8,Abundance,Invertebrates,Barnacles,Amphibalanus amphitrite,NIS,NIS,0.0121,0.001936,,Tile,Rock,Polymer,33 metres,33,Y,Exp1,Sydney Harbour,3 months,91.2501,13.03572,3,Field,2012,December,33o50.797' S,151o17.988' E,Australia,Substrate,,downfacing,fixed,,Unshaded,No,raw data supplied,Sandstone,Perspex,,,
